Series;Time;Value
cms;2018-03-13T13:00:00+01:00;67.07397405578324
cms;2018-03-13T19:00:00+01:00;65.38533243992227
cms;2018-03-14T01:00:00+01:00;63.9997078197789
cms;2018-03-14T07:00:00+01:00;68.81461386385055
cms;2018-03-14T13:00:00+01:00;78.77571848342964
cms;2018-03-14T19:00:00+01:00;83.81823934206997
cms;2018-03-15T01:00:00+01:00;83.65059496679886
cms;2018-03-15T07:00:00+01:00;69.30083934950837
cms;2018-03-15T13:00:00+01:00;62.14848070162231
cms;2018-03-15T19:00:00+01:00;64.40210572125083
cms;2018-03-16T01:00:00+01:00;70.07170715775054
cms;2018-03-16T07:00:00+01:00;78.09428139034972
cms;2018-03-16T13:00:00+01:00;81.5990528559039
cms;2018-03-16T19:00:00+01:00;81.19467052299505
cms;2018-03-17T01:00:00+01:00;61.618274207359484
cms;2018-03-17T07:00:00+01:00;50.67118530671001
cms;2018-03-17T13:00:00+01:00;55.15277361508781
cms;2018-03-17T19:00:00+01:00;64.77178419971517
cms;2018-03-18T01:00:00+01:00;64.42889297796481
cms;2018-03-18T07:00:00+01:00;48.88487570672222
cms;2018-03-18T13:00:00+01:00;32.719177465890546
cms;2018-03-18T19:00:00+01:00;31.18827093852112
cms;2018-03-19T01:00:00+01:00;40.86336809769106
cms;2018-03-19T07:00:00+01:00;51.6391196858905
cms;2018-03-19T13:00:00+01:00;52.780350595996644
cms;2018-03-19T19:00:00+01:00;41.83352232843537
cms;2018-03-20T01:00:00+01:00;37.76227551311018
cms;2018-03-20T07:00:00+01:00;43.084443271126965
cms;2018-03-20T13:00:00+01:00;51.54462241429608
cms;2018-03-20T19:00:00+01:00;52.9894637762039
cms;2018-03-21T01:00:00+01:00;53.64625470432599
cms;2018-03-21T07:00:00+01:00;56.44800173350286
cms;2018-03-21T13:00:00+01:00;63.88389711157528
cms;2018-03-21T19:00:00+01:00;66.16924748550733
cms;2018-03-22T01:00:00+01:00;51.41023061789001
cms;2018-03-22T07:00:00+01:00;44.01765033740949
cms;2018-03-22T13:00:00+01:00;51.748637038637256
cms;2018-03-22T19:00:00+01:00;62.45094807860665
cms;2018-03-23T01:00:00+01:00;68.93777329572225
cms;2018-03-23T07:00:00+01:00;68.1295248959689
cms;2018-03-23T13:00:00+01:00;69.72257079985607
cms;2018-03-23T19:00:00+01:00;75.7013259096384
cms;2018-03-24T01:00:00+01:00;80.01635133765949
cms;2018-03-24T07:00:00+01:00;74.24586381752454
cms;2018-03-24T13:00:00+01:00;68.72657861404944
cms;2018-03-24T19:00:00+01:00;68.34559288060115
